transaction_id,customer_id,product_id,quantity,unit_price,total_amount,order_date
2281,214,18,2,2170.31,4340.62,2024-01-13
2592,438,6,1,750.58,750.58,2024-01-13
3825,203,23,1,1274.76,1274.76,2024-01-13
4072,158,36,1,3262.33,3262.33,2024-01-13
4639,370,33,1,400.45,400.45,2024-01-13
5146,132,19,1,1812.99,1812.99,2024-01-13
5173,86,26,1,3172.93,3172.93,2024-01-13
5541,156,35,1,3867.68,3867.68,2024-01-13
5741,486,11,1,229.25,229.25,2024-01-13
7338,465,24,1,1560.49,1560.49,2024-01-13
8002,290,3,1,2968.18,2968.18,2024-01-13
8885,57,29,1,2430.8,2430.8,2024-01-13
9050,261,4,2,2454.84,4909.68,2024-01-13
10436,245,27,1,918.74,918.74,2024-01-13
11391,448,17,1,1321.33,1321.33,2024-01-13
11527,210,16,1,856.11,856.11,2024-01-13
11780,77,35,1,3867.68,3867.68,2024-01-13
3139,492,31,1,2489.05,2489.05,2024-01-14
3172,34,7,1,373.62,373.62,2024-01-14
4201,477,1,1,1591.98,1591.98,2024-01-14
5853,432,12,1,3884.15,3884.15,2024-01-14
5982,105,7,1,373.62,373.62,2024-01-14
6644,236,24,1,1560.49,1560.49,2024-01-14
7956,380,9,1,2464.29,2464.29,2024-01-14
8892,305,17,1,1321.33,1321.33,2024-01-14
8902,496,17,3,1321.33,3963.99,2024-01-14
9736,233,29,1,2430.8,2430.8,2024-01-14
9841,360,34,3,3803.21,11409.63,2024-01-14
9874,377,32,2,806.52,1613.04,2024-01-14
10838,92,5,1,750.67,750.67,2024-01-14
10954,179,6,1,750.58,750.58,2024-01-14
11111,147,15,1,850.03,850.03,2024-01-14
28,128,11,1,229.25,229.25,2024-01-15
223,378,16,1,856.11,856.11,2024-01-15
1221,170,6,1,750.58,750.58,2024-01-15
2077,497,2,1,3810.25,3810.25,2024-01-15
2827,348,17,2,1321.33,2642.66,2024-01-15
4389,417,2,1,3810.25,3810.25,2024-01-15
5104,10,26,2,3172.93,6345.86,2024-01-15
5338,284,1,1,1591.98,1591.98,2024-01-15
5515,115,6,1,750.58,750.58,2024-01-15
5936,308,3,1,2968.18,2968.18,2024-01-15
6378,130,34,1,3803.21,3803.21,2024-01-15
6657,409,3,1,2968.18,2968.18,2024-01-15
7786,130,11,2,229.25,458.5,2024-01-15
9343,322,4,1,2454.84,2454.84,2024-01-15
11161,229,21,1,2505.63,2505.63,2024-01-15
11767,53,8,1,3484.78,3484.78,2024-01-15
93,392,6,1,750.58,750.58,2024-01-16
312,150,29,1,2430.8,2430.8,2024-01-16
1435,291,9,1,2464.29,2464.29,2024-01-16
3714,316,22,1,687.05,687.05,2024-01-16
4053,226,7,1,373.62,373.62,2024-01-16
4530,418,30,1,328.83,328.83,2024-01-16
4846,282,8,2,3484.78,6969.56,2024-01-16
7809,316,6,1,750.58,750.58,2024-01-16
9188,253,5,1,750.67,750.67,2024-01-16
9418,278,30,2,328.83,657.66,2024-01-16
9930,463,6,1,750.58,750.58,2024-01-16
10310,463,4,1,2454.84,2454.84,2024-01-16
10422,130,22,2,687.05,1374.1,2024-01-16
10591,104,14,1,967.51,967.51,2024-01-16
10862,83,4,2,2454.84,4909.68,2024-01-16
738,163,25,3,1905.87,5717.61,2024-01-17
767,443,3,1,2968.18,2968.18,2024-01-17
1355,414,14,1,967.51,967.51,2024-01-17
1463,15,24,1,1560.49,1560.49,2024-01-17
1568,464,17,2,1321.33,2642.66,2024-01-17
1968,270,21,2,2505.63,5011.26,2024-01-17
3571,411,25,1,1905.87,1905.87,2024-01-17
4269,198,10,2,2876.08,5752.16,2024-01-17
5011,85,8,1,3484.78,3484.78,2024-01-17
5314,355,20,1,1271.23,1271.23,2024-01-17
5384,17,7,1,373.62,373.62,2024-01-17
5550,412,18,1,2170.31,2170.31,2024-01-17
6620,440,20,1,1271.23,1271.23,2024-01-17
6660,362,31,1,2489.05,2489.05,2024-01-17
7783,114,27,1,918.74,918.74,2024-01-17
8833,452,11,1,229.25,229.25,2024-01-17
9346,147,33,2,400.45,800.9,2024-01-17
9380,77,30,1,328.83,328.83,2024-01-17
9771,289,11,2,229.25,458.5,2024-01-17
10481,78,20,1,1271.23,1271.23,2024-01-17
1090,231,21,1,2505.63,2505.63,2024-01-18
1512,115,30,1,328.83,328.83,2024-01-18
1517,366,11,2,229.25,458.5,2024-01-18
2074,434,32,1,806.52,806.52,2024-01-18
5819,464,27,1,918.74,918.74,2024-01-18
5880,165,1,1,1591.98,1591.98,2024-01-18
9012,443,9,1,2464.29,2464.29,2024-01-18
9857,361,21,2,2505.63,5011.26,2024-01-18
10443,456,18,2,2170.31,4340.62,2024-01-18
10892,403,15,2,850.03,1700.06,2024-01-18
11154,393,24,1,1560.49,1560.49,2024-01-18
619,355,6,1,750.58,750.58,2024-01-19
2831,391,16,1,856.11,856.11,2024-01-19
3027,267,5,2,750.67,1501.34,2024-01-19
4405,338,30,2,328.83,657.66,2024-01-19
4444,483,28,1,2129.8,2129.8,2024-01-19
6050,20,19,1,1812.99,1812.99,2024-01-19
6640,366,34,2,3803.21,7606.42,2024-01-19
6762,355,13,2,3354.9,6709.8,2024-01-19
7747,212,7,2,373.62,747.24,2024-01-19
8671,475,30,1,328.83,328.83,2024-01-19
9651,438,18,1,2170.31,2170.31,2024-01-19
10284,379,23,1,1274.76,1274.76,2024-01-19
11513,263,28,2,2129.8,4259.6,2024-01-19
482,410,5,1,750.67,750.67,2024-01-20
717,244,12,2,3884.15,7768.3,2024-01-20
2340,228,28,1,2129.8,2129.8,2024-01-20
2852,289,10,1,2876.08,2876.08,2024-01-20
3411,38,8,3,3484.78,10454.34,2024-01-20
3543,12,20,3,1271.23,3813.69,2024-01-20
4164,441,33,1,400.45,400.45,2024-01-20
4422,92,28,2,2129.8,4259.6,2024-01-20
4772,465,17,2,1321.33,2642.66,2024-01-20
5247,18,13,1,3354.9,3354.9,2024-01-20
5332,214,19,1,1812.99,1812.99,2024-01-20
5900,13,1,1,1591.98,1591.98,2024-01-20
6164,149,4,1,2454.84,2454.84,2024-01-20
6714,278,22,1,687.05,687.05,2024-01-20
7039,471,7,1,373.62,373.62,2024-01-20
7043,377,29,1,2430.8,2430.8,2024-01-20
7102,484,31,1,2489.05,2489.05,2024-01-20
10382,30,12,2,3884.15,7768.3,2024-01-20
11506,329,15,1,850.03,850.03,2024-01-20
11928,473,23,1,1274.76,1274.76,2024-01-20
759,184,27,1,918.74,918.74,2024-01-21
2390,249,30,1,328.83,328.83,2024-01-21
2473,16,28,1,2129.8,2129.8,2024-01-21
2630,245,32,2,806.52,1613.04,2024-01-21
2696,488,18,1,2170.31,2170.31,2024-01-21
6115,434,20,3,1271.23,3813.69,2024-01-21
6226,157,27,1,918.74,918.74,2024-01-21
6685,156,8,2,3484.78,6969.56,2024-01-21
7195,418,3,1,2968.18,2968.18,2024-01-21
7934,465,19,1,1812.99,1812.99,2024-01-21
10816,406,25,2,1905.87,3811.74,2024-01-21
10840,464,34,1,3803.21,3803.21,2024-01-21
10861,81,29,2,2430.8,4861.6,2024-01-21
11191,286,20,1,1271.23,1271.23,2024-01-21
289,432,23,1,1274.76,1274.76,2024-01-22
492,454,28,2,2129.8,4259.6,2024-01-22
4131,227,15,1,850.03,850.03,2024-01-22
5644,193,1,2,1591.98,3183.96,2024-01-22
6354,153,2,2,3810.25,7620.5,2024-01-22
6547,107,29,1,2430.8,2430.8,2024-01-22
6728,87,6,1,750.58,750.58,2024-01-22
7438,235,32,1,806.52,806.52,2024-01-22
7849,158,5,1,750.67,750.67,2024-01-22
8625,56,32,2,806.52,1613.04,2024-01-22
8870,349,27,1,918.74,918.74,2024-01-22
8890,353,8,2,3484.78,6969.56,2024-01-22
8921,29,4,2,2454.84,4909.68,2024-01-22
9649,399,33,1,400.45,400.45,2024-01-22
9884,177,24,2,1560.49,3120.98,2024-01-22
10276,291,27,1,918.74,918.74,2024-01-22
10368,137,19,1,1812.99,1812.99,2024-01-22
10817,257,28,1,2129.8,2129.8,2024-01-22
1304,80,26,3,3172.93,9518.79,2024-01-23
2295,450,24,1,1560.49,1560.49,2024-01-23
2857,377,27,1,918.74,918.74,2024-01-23
3521,128,3,1,2968.18,2968.18,2024-01-23
4042,77,14,2,967.51,1935.02,2024-01-23
5648,135,23,3,1274.76,3824.28,2024-01-23
6117,404,12,1,3884.15,3884.15,2024-01-23
6678,53,16,2,856.11,1712.22,2024-01-23
7434,193,30,2,328.83,657.66,2024-01-23
8239,57,35,1,3867.68,3867.68,2024-01-23
8761,432,14,1,967.51,967.51,2024-01-23
9509,238,5,2,750.67,1501.34,2024-01-23
10074,381,22,1,687.05,687.05,2024-01-23
11272,439,15,1,850.03,850.03,2024-01-23
11478,165,31,1,2489.05,2489.05,2024-01-23
1342,238,22,1,687.05,687.05,2024-01-24
1761,56,21,1,2505.63,2505.63,2024-01-24
3928,173,21,2,2505.63,5011.26,2024-01-24
4393,153,36,2,3262.33,6524.66,2024-01-24
4834,25,28,2,2129.8,4259.6,2024-01-24
5636,240,22,1,687.05,687.05,2024-01-24
5722,472,14,2,967.51,1935.02,2024-01-24
6355,130,26,1,3172.93,3172.93,2024-01-24
6892,496,19,1,1812.99,1812.99,2024-01-24
7056,140,32,1,806.52,806.52,2024-01-24
8317,244,29,3,2430.8,7292.4,2024-01-24
9278,43,31,2,2489.05,4978.1,2024-01-24
9488,229,24,2,1560.49,3120.98,2024-01-24
9540,292,10,2,2876.08,5752.16,2024-01-24
10874,327,9,1,2464.29,2464.29,2024-01-24
11556,464,34,1,3803.21,3803.21,2024-01-24
11625,86,24,1,1560.49,1560.49,2024-01-24
11632,101,3,1,2968.18,2968.18,2024-01-24
11993,45,28,2,2129.8,4259.6,2024-01-24
2203,16,31,1,2489.05,2489.05,2024-01-25
4727,447,20,1,1271.23,1271.23,2024-01-25
5184,442,33,3,400.45,1201.35,2024-01-25
5556,409,6,2,750.58,1501.16,2024-01-25
7059,332,35,1,3867.68,3867.68,2024-01-25
7281,105,13,1,3354.9,3354.9,2024-01-25
7877,32,11,1,229.25,229.25,2024-01-25
8932,296,5,1,750.67,750.67,2024-01-25
9150,447,17,1,1321.33,1321.33,2024-01-25
10182,15,27,1,918.74,918.74,2024-01-25
10602,445,16,1,856.11,856.11,2024-01-25
11437,27,31,3,2489.05,7467.15,2024-01-25
11680,496,2,1,3810.25,3810.25,2024-01-25
11932,136,35,2,3867.68,7735.36,2024-01-25
3142,416,4,2,2454.84,4909.68,2024-01-26
3253,465,2,2,3810.25,7620.5,2024-01-26
4807,135,20,1,1271.23,1271.23,2024-01-26
5304,270,36,1,3262.33,3262.33,2024-01-26
7267,163,10,2,2876.08,5752.16,2024-01-26
9469,326,9,1,2464.29,2464.29,2024-01-26
10057,443,11,2,229.25,458.5,2024-01-26
10500,273,29,1,2430.8,2430.8,2024-01-26
10901,162,4,1,2454.84,2454.84,2024-01-26
413,387,4,1,2454.84,2454.84,2024-01-27
866,258,4,2,2454.84,4909.68,2024-01-27
903,288,31,1,2489.05,2489.05,2024-01-27
1625,450,17,2,1321.33,2642.66,2024-01-27
2349,122,2,1,3810.25,3810.25,2024-01-27
2513,301,5,3,750.67,2252.01,2024-01-27
2742,115,22,1,687.05,687.05,2024-01-27
3941,51,28,1,2129.8,2129.8,2024-01-27
4502,18,14,1,967.51,967.51,2024-01-27
6510,126,5,1,750.67,750.67,2024-01-27
8103,212,8,2,3484.78,6969.56,2024-01-27
8427,221,6,1,750.58,750.58,2024-01-27
9034,477,30,1,328.83,328.83,2024-01-27
9419,297,27,1,918.74,918.74,2024-01-27
9457,355,23,1,1274.76,1274.76,2024-01-27
10278,179,3,1,2968.18,2968.18,2024-01-27
10516,440,36,1,3262.33,3262.33,2024-01-27
10686,443,6,1,750.58,750.58,2024-01-27
11724,36,15,1,850.03,850.03,2024-01-27
1689,289,30,2,328.83,657.66,2024-01-28
5090,485,17,1,1321.33,1321.33,2024-01-28
5787,468,6,1,750.58,750.58,2024-01-28
6096,270,9,2,2464.29,4928.58,2024-01-28
6662,347,9,2,2464.29,4928.58,2024-01-28
7623,183,2,1,3810.25,3810.25,2024-01-28
7720,487,14,1,967.51,967.51,2024-01-28
9999,186,28,2,2129.8,4259.6,2024-01-28
11350,302,33,1,400.45,400.45,2024-01-28
704,289,22,1,687.05,687.05,2024-01-29
2375,161,25,1,1905.87,1905.87,2024-01-29
3753,471,10,1,2876.08,2876.08,2024-01-29
6207,206,19,1,1812.99,1812.99,2024-01-29
6315,496,15,1,850.03,850.03,2024-01-29
6893,247,15,1,850.03,850.03,2024-01-29
7278,490,35,2,3867.68,7735.36,2024-01-29
7785,86,34,1,3803.21,3803.21,2024-01-29
9463,418,1,1,1591.98,1591.98,2024-01-29
9997,207,9,1,2464.29,2464.29,2024-01-29
10092,498,4,3,2454.84,7364.52,2024-01-29
10401,450,29,1,2430.8,2430.8,2024-01-29
10678,210,6,2,750.58,1501.16,2024-01-29
11742,176,30,1,328.83,328.83,2024-01-29
23,496,7,1,373.62,373.62,2024-01-30
417,463,8,1,3484.78,3484.78,2024-01-30
963,500,33,3,400.45,1201.35,2024-01-30
1778,156,26,1,3172.93,3172.93,2024-01-30
2659,3,36,1,3262.33,3262.33,2024-01-30
2967,242,34,2,3803.21,7606.42,2024-01-30
3959,354,6,1,750.58,750.58,2024-01-30
4751,157,5,1,750.67,750.67,2024-01-30
4865,277,2,1,3810.25,3810.25,2024-01-30
5450,440,3,2,2968.18,5936.36,2024-01-30
5801,311,12,2,3884.15,7768.3,2024-01-30
5889,496,24,1,1560.49,1560.49,2024-01-30
6219,186,24,1,1560.49,1560.49,2024-01-30
6397,38,28,1,2129.8,2129.8,2024-01-30
7098,293,31,1,2489.05,2489.05,2024-01-30
8156,72,5,2,750.67,1501.34,2024-01-30
9683,496,30,2,328.83,657.66,2024-01-30
9775,398,29,1,2430.8,2430.8,2024-01-30
11139,161,8,2,3484.78,6969.56,2024-01-30
11296,243,28,1,2129.8,2129.8,2024-01-30
11614,48,23,1,1274.76,1274.76,2024-01-30
2129,434,5,2,750.67,1501.34,2024-01-31
2309,247,24,1,1560.49,1560.49,2024-01-31
2351,32,19,3,1812.99,5438.97,2024-01-31
4454,496,9,2,2464.29,4928.58,2024-01-31
4490,487,35,1,3867.68,3867.68,2024-01-31
4903,236,2,1,3810.25,3810.25,2024-01-31
6026,79,18,1,2170.31,2170.31,2024-01-31
6836,498,14,1,967.51,967.51,2024-01-31
7411,432,17,2,1321.33,2642.66,2024-01-31
7422,418,33,1,400.45,400.45,2024-01-31
7585,217,21,1,2505.63,2505.63,2024-01-31
9043,316,25,1,1905.87,1905.87,2024-01-31
9538,363,27,2,918.74,1837.48,2024-01-31
9548,6,36,1,3262.33,3262.33,2024-01-31
10140,51,6,1,750.58,750.58,2024-01-31
10162,230,9,1,2464.29,2464.29,2024-01-31
10238,432,6,1,750.58,750.58,2024-01-31
337,147,18,2,2170.31,4340.62,2024-02-01
428,99,5,1,750.67,750.67,2024-02-01
975,182,34,1,3803.21,3803.21,2024-02-01
1855,99,29,1,2430.8,2430.8,2024-02-01
2270,473,6,1,750.58,750.58,2024-02-01
3414,134,30,2,328.83,657.66,2024-02-01
4778,46,30,1,328.83,328.83,2024-02-01
4989,112,29,1,2430.8,2430.8,2024-02-01
7178,302,8,1,3484.78,3484.78,2024-02-01
10509,443,2,1,3810.25,3810.25,2024-02-01
11126,111,25,1,1905.87,1905.87,2024-02-01
11647,210,3,1,2968.18,2968.18,2024-02-01
1318,119,30,1,328.83,328.83,2024-02-02
1353,13,20,1,1271.23,1271.23,2024-02-02
1540,143,28,1,2129.8,2129.8,2024-02-02
4183,111,9,2,2464.29,4928.58,2024-02-02
4189,192,22,1,687.05,687.05,2024-02-02
6051,456,23,2,1274.76,2549.52,2024-02-02
6768,411,5,1,750.67,750.67,2024-02-02
7599,253,19,1,1812.99,1812.99,2024-02-02
7621,411,32,1,806.52,806.52,2024-02-02
8138,394,6,2,750.58,1501.16,2024-02-02
9067,497,18,1,2170.31,2170.31,2024-02-02
9524,102,32,1,806.52,806.52,2024-02-02
9956,441,31,1,2489.05,2489.05,2024-02-02
11247,392,23,2,1274.76,2549.52,2024-02-02
270,439,7,1,373.62,373.62,2024-02-03
850,371,28,1,2129.8,2129.8,2024-02-03
1858,316,7,1,373.62,373.62,2024-02-03
1885,410,30,1,328.83,328.83,2024-02-03
2431,459,18,3,2170.31,6510.93,2024-02-03
2665,226,20,3,1271.23,3813.69,2024-02-03
3153,263,26,1,3172.93,3172.93,2024-02-03
3817,168,17,1,1321.33,1321.33,2024-02-03
4528,499,21,1,2505.63,2505.63,2024-02-03
5115,356,34,1,3803.21,3803.21,2024-02-03
5569,285,23,1,1274.76,1274.76,2024-02-03
5906,496,11,1,229.25,229.25,2024-02-03
6060,355,21,1,2505.63,2505.63,2024-02-03
6965,119,24,1,1560.49,1560.49,2024-02-03
9125,202,36,1,3262.33,3262.33,2024-02-03
9392,273,1,1,1591.98,1591.98,2024-02-03
9417,308,2,1,3810.25,3810.25,2024-02-03
10239,164,31,1,2489.05,2489.05,2024-02-03
10527,448,17,1,1321.33,1321.33,2024-02-03
11538,367,8,2,3484.78,6969.56,2024-02-03
11667,54,16,1,856.11,856.11,2024-02-03
193,79,34,2,3803.21,7606.42,2024-02-04
1361,176,20,1,1271.23,1271.23,2024-02-04
1489,34,3,1,2968.18,2968.18,2024-02-04
2471,355,10,1,2876.08,2876.08,2024-02-04
3699,478,17,1,1321.33,1321.33,2024-02-04
4078,93,35,1,3867.68,3867.68,2024-02-04
5042,34,34,2,3803.21,7606.42,2024-02-04
5183,290,13,1,3354.9,3354.9,2024-02-04
5530,409,24,1,1560.49,1560.49,2024-02-04
6302,133,8,1,3484.78,3484.78,2024-02-04
7303,255,36,3,3262.33,9786.99,2024-02-04
8289,362,35,1,3867.68,3867.68,2024-02-04
9592,135,35,3,3867.68,11603.04,2024-02-04
